,target,alt_tar_lst,phon,sem
613,umpire,empire,1.0,0.7890912161361654
614,umpire,meditation,9.0,0.8075084202946675
615,umpire,empires,2.0,0.8023095773890104
616,meditation,meditation,0.0,0.0
617,meditation,empire,8.0,0.7234799306861609
618,meditation,umpire,9.0,0.8075084202946675
619,meditation,empires,8.0,0.6945767625788943
620,empires,empires,0.0,0.0
621,empires,empire,1.0,0.24340062880416347
622,empires,umpire,2.0,0.8023095773890104
623,empires,meditation,8.0,0.6945767625788943
624,umpire,umpire,0.0,1.1102230246251565e-16
625,umpire,empire,1.0,0.7890912161361654
626,umpire,coronation,9.0,0.8109148335518757
627,umpire,umpires,1.0,0.2646557974657936
628,empire,empire,0.0,0.0
629,empire,umpire,1.0,0.7890912161361654
630,empire,coronation,9.0,0.7506643777963767
631,empire,umpires,2.0,0.7890912161361654
632,coronation,coronation,0.0,0.0
633,coronation,umpire,9.0,0.8109148335518757
634,coronation,empire,9.0,0.7506643777963767
635,coronation,umpires,10.0,0.8280235053607798
636,umpires,umpires,0.0,0.0
637,umpires,umpire,1.0,0.2646557974657936
638,umpires,empire,2.0,0.7890912161361654
639,umpires,coronation,10.0,0.8280235053607798
640,excursion,excursion,0.0,0.0
641,excursion,exertion,3.0,0.7195167137863543
642,excursion,irritation,7.0,0.6654087239502949
643,excursion,excursions,1.0,0.09736061657426909
644,exertion,exertion,0.0,0.0
645,exertion,excursion,3.0,0.7195167137863543
646,exertion,irritation,6.0,0.5818294282514382
647,exertion,excursions,4.0,0.7261182789605896
648,irritation,irritation,0.0,1.1102230246251565e-16
649,irritation,excursion,7.0,0.6654087239502949
650,irritation,exertion,6.0,0.5818294282514382
651,irritation,excursions,8.0,0.6654087239502949
652,excursions,excursions,0.0,0.0
653,excursions,excursion,1.0,0.09736061657426909
654,excursions,exertion,4.0,0.7261182789605896
655,excursions,irritation,8.0,0.6654087239502949
656,exertion,exertion,0.0,0.0
657,exertion,excursion,3.0,0.7195167137863543
658,exertion,cardinal,7.0,0.7120798025330527
659,exertion,exertions,1.0,0.15861194099603937
660,excursion,excursion,0.0,0.0
661,excursion,exertion,3.0,0.7195167137863543
662,excursion,cardinal,7.0,0.8499902533334619
663,excursion,exertions,4.0,0.716691207325594
664,cardinal,cardinal,0.0,0.0
665,cardinal,exertion,7.0,0.7120798025330527
666,cardinal,excursion,7.0,0.8499902533334619
667,cardinal,exertions,7.0,0.7120798025330527
668,exertions,exertions,0.0,0.0
669,exertions,exertion,1.0,0.15861194099603937
670,exertions,excursion,4.0,0.716691207325594
671,exertions,cardinal,7.0,0.7120798025330527
672,phonology,phonology,0.0,5.551115123125783e-17
673,phonology,phrenology,2.0,0.745514263002718
674,phonology,leisure,9.0,0.6897088213698488
675,phonology,phonologies,3.0,0.16574455375691016
676,phrenology,phrenology,0.0,7.401486830834377e-17
677,phrenology,phonology,2.0,0.745514263002718
678,phrenology,leisure,9.0,0.8044594648107083
679,phrenology,phonologies,5.0,0.7247331809265679
680,leisure,leisure,0.0,1.1102230246251565e-16
681,leisure,phonology,9.0,0.6897088213698488
682,leisure,phrenology,9.0,0.8044594648107083
683,leisure,phonologies,10.0,0.6897088213698488
684,phonologies,phonologies,0.0,5.551115123125783e-17
685,phonologies,phonology,3.0,0.16574455375691016
686,phonologies,phrenology,5.0,0.7247331809265679
687,phonologies,leisure,10.0,0.6897088213698488
688,phrenology,phrenology,0.0,7.401486830834377e-17
689,phrenology,phonology,2.0,0.745514263002718
690,phrenology,saffron,9.0,0.7592474445414857
691,phrenology,phrenologies,3.0,0.11049636917127348
692,phonology,phonology,0.0,5.551115123125783e-17
693,phonology,phrenology,2.0,0.745514263002718
694,phonology,saffron,8.0,0.8069849063020538
695,phonology,phrenologies,5.0,0.745514263002718
696,saffron,saffron,0.0,3.700743415417188e-17
697,saffron,phrenology,9.0,0.7592474445414857
698,saffron,phonology,8.0,0.8069849063020538
699,saffron,phrenologies,11.0,0.76366682679734
700,phrenologies,phrenologies,0.0,7.401486830834377e-17
701,phrenologies,phrenology,3.0,0.11049636917127348
702,phrenologies,phonology,5.0,0.745514263002718
703,phrenologies,saffron,11.0,0.76366682679734
704,hearse,hearse,0.0,0.0
705,hearse,hearth,2.0,0.3322175820219815
706,hearse,dilution,8.0,0.7910833855618069
707,hearse,hearses,1.0,0.4911704690441558
708,hearth,hearth,0.0,0.0
709,hearth,hearse,2.0,0.3322175820219815
710,hearth,dilution,7.0,0.772361616923041
711,hearth,hearses,3.0,0.519188228574166
712,dilution,dilution,0.0,0.0
713,dilution,hearse,8.0,0.7910833855618069
714,dilution,hearth,7.0,0.772361616923041
715,dilution,hearses,8.0,0.756340931810902
716,hearses,hearses,0.0,5.551115123125783e-17
717,hearses,hearse,1.0,0.4911704690441558
718,hearses,hearth,3.0,0.519188228574166
719,hearses,dilution,8.0,0.756340931810902
720,hearth,hearth,0.0,0.0
721,hearth,hearse,2.0,0.3322175820219815
722,hearth,alteration,7.0,0.7561256959271027
723,hearth,hearths,1.0,0.25010735611221424
724,hearse,hearse,0.0,0.0
725,hearse,hearth,2.0,0.3322175820219815
726,hearse,alteration,8.0,0.7561256959271027
727,hearse,hearths,3.0,0.3728102314303691
728,alteration,alteration,0.0,1.1102230246251565e-16
729,alteration,hearth,7.0,0.7561256959271027
730,alteration,hearse,8.0,0.7561256959271027
731,alteration,hearths,7.0,0.7561256959271027
732,hearths,hearths,0.0,0.0
733,hearths,hearth,1.0,0.25010735611221424
734,hearths,hearse,3.0,0.3728102314303691
735,hearths,alteration,7.0,0.7561256959271027
736,humidity,humidity,0.0,0.0
737,humidity,humility,1.0,0.5732950668024368
738,humidity,catalyst,8.0,0.6898614308668005
739,humidity,humidities,3.0,0.32432232104240066
740,humility,humility,0.0,0.0
741,humility,humidity,1.0,0.5732950668024368
742,humility,catalyst,7.0,0.6849416218151312
743,humility,humidities,4.0,0.6620797618040803
744,catalyst,catalyst,0.0,0.0
745,catalyst,humidity,8.0,0.6898614308668005
746,catalyst,humility,7.0,0.6849416218151312
747,catalyst,humidities,9.0,0.7311874701676275
748,humidities,humidities,0.0,0.0
749,humidities,humidity,3.0,0.32432232104240066
750,humidities,humility,4.0,0.6620797618040803
751,humidities,catalyst,9.0,0.7311874701676275
752,humility,humility,0.0,0.0
753,humility,humidity,1.0,0.5732950668024368
754,humility,alumni,6.0,0.6622587568374996
755,humility,humilities,3.0,0.550125060109854
756,humidity,humidity,0.0,0.0
757,humidity,humility,1.0,0.5732950668024368
758,humidity,alumni,6.0,0.7067184329893006
759,humidity,humilities,4.0,0.6549471918325009
760,alumni,alumni,0.0,0.0
761,alumni,humility,6.0,0.6622587568374996
762,alumni,humidity,6.0,0.7067184329893006
763,alumni,humilities,8.0,0.8081543856529171
764,humilities,humilities,0.0,5.551115123125783e-17
765,humilities,humility,3.0,0.550125060109854
766,humilities,humidity,4.0,0.6549471918325009
767,humilities,alumni,8.0,0.8081543856529171
768,hypothesis,hypothesis,0.0,0.0
769,hypothesis,hypotenuse,4.0,0.632363308179323
770,hypothesis,gazette,8.0,0.865761086304623
771,hypothesis,hypotheses,1.0,0.1744942547706374
772,hypotenuse,hypotenuse,0.0,7.401486830834377e-17
773,hypotenuse,hypothesis,4.0,0.632363308179323
774,hypotenuse,gazette,8.0,0.7931754519964528
775,hypotenuse,hypotheses,4.0,0.5713034557802213
776,gazette,gazette,0.0,3.700743415417188e-17
777,gazette,hypothesis,8.0,0.865761086304623
778,gazette,hypotenuse,8.0,0.7931754519964528
779,gazette,hypotheses,8.0,0.8760775620950989
780,hypotheses,hypotheses,0.0,0.0
781,hypotheses,hypothesis,1.0,0.1744942547706374
782,hypotheses,hypotenuse,4.0,0.5713034557802213
783,hypotheses,gazette,8.0,0.8760775620950989
784,hypotenuse,hypotenuse,0.0,7.401486830834377e-17
785,hypotenuse,hypothesis,4.0,0.632363308179323
786,hypotenuse,cavalry,10.0,0.7374750559407199
787,hypotenuse,hypotenuses,1.0,0.13906897479952726
788,hypothesis,hypothesis,0.0,0.0
789,hypothesis,hypotenuse,4.0,0.632363308179323
790,hypothesis,cavalry,10.0,0.7096051419292515
791,hypothesis,hypotenuses,4.0,0.632363308179323
792,cavalry,cavalry,0.0,0.0
793,cavalry,hypotenuse,10.0,0.7374750559407199
794,cavalry,hypothesis,10.0,0.7096051419292515
795,cavalry,hypotenuses,11.0,0.7374750559407199
796,hypotenuses,hypotenuses,0.0,7.401486830834377e-17
797,hypotenuses,hypotenuse,1.0,0.13906897479952726
798,hypotenuses,hypothesis,4.0,0.632363308179323
799,hypotenuses,cavalry,11.0,0.7374750559407199
800,immorality,immorality,0.0,7.401486830834377e-17
801,immorality,immortality,1.0,0.6530730665294266
802,immorality,irrigation,7.0,0.7791685006571415
803,immorality,immoralities,3.0,0.7310456035615365
804,immortality,immortality,0.0,0.0
805,immortality,immorality,1.0,0.6530730665294266
806,immortality,irrigation,8.0,0.6322330657750995
807,immortality,immoralities,4.0,0.6026568058600941
808,irrigation,irrigation,0.0,1.1102230246251565e-16
809,irrigation,immorality,7.0,0.7791685006571415
810,irrigation,immortality,8.0,0.6322330657750995
811,irrigation,immoralities,8.0,0.6629963763634092
812,immoralities,immoralities,0.0,0.0
813,immoralities,immorality,3.0,0.7310456035615365
814,immoralities,immortality,4.0,0.6026568058600941
815,immoralities,irrigation,8.0,0.6629963763634092
816,immortality,immortality,0.0,0.0
817,immortality,immorality,1.0,0.6530730665294266
818,immortality,dilation,9.0,0.8894041031897002
819,immortality,immortalities,3.0,0.3768710414519669
820,immorality,immorality,0.0,7.401486830834377e-17
821,immorality,immortality,1.0,0.6530730665294266
822,immorality,dilation,8.0,0.7627536065219762
823,immorality,immortalities,4.0,0.7097079116069585
824,dilation,dilation,0.0,1.1102230246251565e-16
825,dilation,immortality,9.0,0.8894041031897002
826,dilation,immorality,8.0,0.7627536065219762
827,dilation,immortalities,10.0,0.8021547463307043
828,immortalities,immortalities,0.0,0.0
829,immortalities,immortality,3.0,0.3768710414519669
830,immortalities,immorality,4.0,0.7097079116069585
831,immortalities,dilation,10.0,0.8021547463307043
832,infamy,infamy,0.0,0.0
833,infamy,infantry,3.0,0.752372196043583
834,infamy,antidote,7.0,0.8044034444068167
835,infamy,infamies,3.0,0.3012189694418633
836,infantry,infantry,0.0,0.0
837,infantry,infamy,3.0,0.752372196043583
838,infantry,antidote,7.0,0.7017362667813195
839,infantry,infamies,4.0,0.752372196043583
840,antidote,antidote,0.0,0.0
841,antidote,infamy,7.0,0.8044034444068167
842,antidote,infantry,7.0,0.7017362667813195
843,antidote,infamies,7.0,0.8044034444068167
844,infamies,infamies,0.0,0.0
845,infamies,infamy,3.0,0.3012189694418633
846,infamies,infantry,4.0,0.752372196043583
847,infamies,antidote,7.0,0.8044034444068167
848,infantry,infantry,0.0,0.0
849,infantry,infamy,3.0,0.752372196043583
850,infantry,embryo,7.0,0.6976959512531484
851,infantry,infantries,3.0,0.6744725613322683
852,infamy,infamy,0.0,0.0
853,infamy,infantry,3.0,0.752372196043583
854,infamy,embryo,6.0,0.7955803513862565
855,infamy,infantries,6.0,0.7367274476362207
856,embryo,embryo,0.0,0.0
857,embryo,infantry,7.0,0.6976959512531484
858,embryo,infamy,6.0,0.7955803513862565
859,embryo,infantries,9.0,0.5195822284840281
860,infantries,infantries,0.0,1.1102230246251565e-16
861,infantries,infantry,3.0,0.6744725613322683
862,infantries,infamy,6.0,0.7367274476362207
863,infantries,embryo,9.0,0.5195822284840281
864,inflection,inflection,0.0,0.0
865,inflection,infection,1.0,0.6740947927655793
866,inflection,pastor,8.0,0.8287829815527141
867,inflection,inflections,1.0,0.15554611760309123
868,infection,infection,0.0,0.0
869,infection,inflection,1.0,0.6740947927655793
870,infection,pastor,7.0,0.6718679288097846
871,infection,inflections,2.0,0.6740947927655793
872,pastor,pastor,0.0,0.0
873,pastor,inflection,8.0,0.8287829815527141
874,pastor,infection,7.0,0.6718679288097846
875,pastor,inflections,9.0,0.8287829815527141
876,inflections,inflections,0.0,0.0
877,inflections,inflection,1.0,0.15554611760309123
878,inflections,infection,2.0,0.6740947927655793
879,inflections,pastor,9.0,0.8287829815527141
880,infection,infection,0.0,0.0
881,infection,inflection,1.0,0.6740947927655793
882,infection,sapphire,8.0,0.840810087193001
883,infection,infections,1.0,0.1604822540453844
884,inflection,inflection,0.0,0.0
885,inflection,infection,1.0,0.6740947927655793
886,inflection,sapphire,9.0,0.7476377633098824
887,inflection,infections,2.0,0.6758224438652298
888,sapphire,sapphire,0.0,0.0
889,sapphire,infection,8.0,0.840810087193001
890,sapphire,inflection,9.0,0.7476377633098824
891,sapphire,infections,9.0,0.7849067593303086
892,infections,infections,0.0,0.0
893,infections,infection,1.0,0.1604822540453844
894,infections,inflection,2.0,0.6758224438652298
895,infections,sapphire,9.0,0.7849067593303086
896,frankincense,frankincense,0.0,0.0
897,frankincense,Frankenstein,7.0,0.7028263604338814
898,frankincense,anemones,8.0,0.7522896778423496
899,frankincense,frankincenses,1.0,0.11780148327821915
900,Frankenstein,Frankenstein,0.0,0.0
901,Frankenstein,frankincense,7.0,0.7028263604338814
902,Frankenstein,anemones,8.0,0.8480660115322487
903,Frankenstein,frankincenses,7.0,0.7028263604338814
904,anemones,anemones,0.0,7.401486830834377e-17
905,anemones,frankincense,8.0,0.7522896778423496
906,anemones,Frankenstein,8.0,0.8480660115322487
907,anemones,frankincenses,8.0,0.7416608031630326
908,frankincenses,frankincenses,0.0,7.401486830834377e-17
909,frankincenses,frankincense,1.0,0.11780148327821915
910,frankincenses,Frankenstein,7.0,0.7028263604338814
911,frankincenses,anemones,8.0,0.7416608031630326
912,Frankenstein,Frankenstein,0.0,0.0
913,Frankenstein,frankincense,7.0,0.7028263604338814
914,Frankenstein,bounty,10.0,0.7665217339297343
915,Frankenstein,Frankensteins,1.0,0.5242985866676897
916,frankincense,frankincense,0.0,0.0
917,frankincense,Frankenstein,7.0,0.7028263604338814
918,frankincense,bounty,11.0,0.7596485181872807
919,frankincense,Frankensteins,6.0,0.7348091277478045
920,bounty,bounty,0.0,0.0
921,bounty,Frankenstein,10.0,0.7665217339297343
922,bounty,frankincense,11.0,0.7596485181872807
923,bounty,Frankensteins,11.0,0.7671804682451958
924,Frankensteins,Frankensteins,0.0,3.700743415417188e-17
925,Frankensteins,Frankenstein,1.0,0.5242985866676897
926,Frankensteins,frankincense,6.0,0.7348091277478045
927,Frankensteins,bounty,11.0,0.7671804682451958
928,manatee,manatee,0.0,3.700743415417188e-17
929,manatee,matinee,3.0,0.46443765742027976
930,manatee,stimulation,8.0,0.7931991473570473
931,manatee,manatees,1.0,0.1672726718213066
932,matinee,matinee,0.0,7.401486830834377e-17
933,matinee,manatee,3.0,0.46443765742027976
934,matinee,stimulation,8.0,0.8041300595626958
935,matinee,manatees,4.0,0.6317103292415863
936,stimulation,stimulation,0.0,1.1102230246251565e-16
937,stimulation,manatee,8.0,0.7931991473570473
938,stimulation,matinee,8.0,0.8041300595626958
939,stimulation,manatees,8.0,0.7931991473570473
940,manatees,manatees,0.0,3.700743415417188e-17
941,manatees,manatee,1.0,0.1672726718213066
942,manatees,matinee,4.0,0.6317103292415863
943,manatees,stimulation,8.0,0.7931991473570473
944,matinee,matinee,0.0,7.401486830834377e-17
945,matinee,manatee,3.0,0.46443765742027976
946,matinee,sentiment,6.0,0.7714916363819607
947,matinee,matinees,1.0,0.16727267182130665
948,manatee,manatee,0.0,3.700743415417188e-17
949,manatee,matinee,3.0,0.46443765742027976
950,manatee,sentiment,7.0,0.7753641818244796
951,manatee,matinees,4.0,0.6317103292415863
952,sentiment,sentiment,0.0,0.0
953,sentiment,matinee,6.0,0.7714916363819607
954,sentiment,manatee,7.0,0.7753641818244796
955,sentiment,matinees,6.0,0.7714916363819607
956,matinees,matinees,0.0,7.401486830834377e-17
957,matinees,matinee,1.0,0.16727267182130665
958,matinees,manatee,4.0,0.6317103292415863
959,matinees,sentiment,6.0,0.7714916363819607
960,mascara,mascara,0.0,0.0
961,mascara,masquerade,5.0,0.6836976961831422
962,mascara,audition,8.0,0.6125411757553343
963,mascara,mascaras,1.0,0.4998138132407769
964,masquerade,masquerade,0.0,0.0
965,masquerade,mascara,5.0,0.6836976961831422
966,masquerade,audition,9.0,0.7624234892283491
967,masquerade,mascaras,5.0,0.7752974629769385
968,audition,audition,0.0,0.0
969,audition,mascara,8.0,0.6125411757553343
970,audition,masquerade,9.0,0.7624234892283491
971,audition,mascaras,8.0,0.7353883462234965
972,mascaras,mascaras,0.0,0.0
973,mascaras,mascara,1.0,0.4998138132407769
974,mascaras,masquerade,5.0,0.7752974629769385
975,mascaras,audition,8.0,0.7353883462234965
976,masquerade,masquerade,0.0,0.0
977,masquerade,mascara,5.0,0.6836976961831422
978,masquerade,mortar,8.0,0.7034228634594246
979,masquerade,masquerades,1.0,0.21307925802930183
980,mascara,mascara,0.0,0.0
981,mascara,masquerade,5.0,0.6836976961831422
982,mascara,mortar,4.0,0.6155347857141698
983,mascara,masquerades,6.0,0.6836976961831422
984,mortar,mortar,0.0,0.0
985,mortar,masquerade,8.0,0.7034228634594246
986,mortar,mascara,4.0,0.6155347857141698
987,mortar,masquerades,9.0,0.7034228634594246
988,masquerades,masquerades,0.0,7.401486830834377e-17
989,masquerades,masquerade,1.0,0.21307925802930183
990,masquerades,mascara,6.0,0.6836976961831422
991,masquerades,mortar,9.0,0.7034228634594246
992,peasantry,peasantry,0.0,0.0
993,peasantry,pleasantry,1.0,0.33384413561058
994,peasantry,travesty,6.0,0.7905427642069117
995,peasantry,peasantries,3.0,0.20257201421429427
996,pleasantry,pleasantry,0.0,5.551115123125783e-17
997,pleasantry,peasantry,1.0,0.33384413561058
998,pleasantry,travesty,7.0,0.7934518314169414
999,pleasantry,peasantries,4.0,0.5364161498248743
1000,travesty,travesty,0.0,7.401486830834377e-17
1001,travesty,peasantry,6.0,0.7905427642069117
1002,travesty,pleasantry,7.0,0.7934518314169414
1003,travesty,peasantries,9.0,0.7797855464672218
1004,peasantries,peasantries,0.0,1.1102230246251565e-16
1005,peasantries,peasantry,3.0,0.20257201421429427
1006,peasantries,pleasantry,4.0,0.5364161498248743
1007,peasantries,travesty,9.0,0.7797855464672218
1008,pleasantry,pleasantry,0.0,5.551115123125783e-17
1009,pleasantry,peasantry,1.0,0.33384413561058
1010,pleasantry,escalator,7.0,0.7456163441048705
1011,pleasantry,pleasantries,3.0,0.20257201421429433
1012,peasantry,peasantry,0.0,0.0
1013,peasantry,pleasantry,1.0,0.33384413561058
1014,peasantry,escalator,7.0,0.7510433638724012
1015,peasantry,pleasantries,4.0,0.5364161498248743
1016,escalator,escalator,0.0,1.1102230246251565e-16
1017,escalator,pleasantry,7.0,0.7456163441048705
1018,escalator,peasantry,7.0,0.7510433638724012
1019,escalator,pleasantries,9.0,0.7594486321504725
1020,pleasantries,pleasantries,0.0,1.6653345369377348e-16
1021,pleasantries,pleasantry,3.0,0.20257201421429433
1022,pleasantries,peasantry,4.0,0.5364161498248743
1023,pleasantries,escalator,9.0,0.7594486321504725
1024,sympathizer,sympathizer,0.0,1.1102230246251565e-16
1025,sympathizer,synthesizer,5.0,0.3336215570838976
1026,sympathizer,fallacy,10.0,0.710147409805203
1027,sympathizer,sympathizers,1.0,0.07740532737308237
1028,synthesizer,synthesizer,0.0,1.6653345369377348e-16
1029,synthesizer,sympathizer,5.0,0.3336215570838976
1030,synthesizer,fallacy,11.0,0.7404650949693161
1031,synthesizer,sympathizers,6.0,0.4110268844569799
1032,fallacy,fallacy,0.0,2.220446049250313e-16
1033,fallacy,sympathizer,10.0,0.710147409805203
1034,fallacy,synthesizer,11.0,0.7404650949693161
1035,fallacy,sympathizers,11.0,0.710147409805203
1036,sympathizers,sympathizers,0.0,0.0
1037,sympathizers,sympathizer,1.0,0.07740532737308237
1038,sympathizers,synthesizer,6.0,0.4110268844569799
1039,sympathizers,fallacy,11.0,0.710147409805203
1040,synthesizer,synthesizer,0.0,1.6653345369377348e-16
1041,synthesizer,sympathizer,5.0,0.3336215570838976
1042,synthesizer,baloney,10.0,0.7768922291152897
1043,synthesizer,synthesizers,1.0,0.07740532737308242
1044,sympathizer,sympathizer,0.0,1.1102230246251565e-16
1045,sympathizer,synthesizer,5.0,0.3336215570838976
1046,sympathizer,baloney,9.0,0.7549277219017527
1047,sympathizer,synthesizers,6.0,0.4110268844569799
1048,baloney,baloney,0.0,0.0
1049,baloney,synthesizer,10.0,0.7768922291152897
1050,baloney,sympathizer,9.0,0.7549277219017527
1051,baloney,synthesizers,11.0,0.7750024807790661
1052,synthesizers,synthesizers,0.0,5.551115123125783e-17
1053,synthesizers,synthesizer,1.0,0.07740532737308242
1054,synthesizers,sympathizer,6.0,0.4110268844569799
1055,synthesizers,baloney,11.0,0.7750024807790661
1056,tapestry,tapestry,0.0,3.700743415417188e-17
1057,tapestry,travesty,3.0,0.7160277716170865
1058,tapestry,abbreviation,10.0,0.8179467451320144
1059,tapestry,tapestries,3.0,0.13504800947619622
1060,travesty,travesty,0.0,7.401486830834377e-17
1061,travesty,tapestry,3.0,0.7160277716170865
1062,travesty,abbreviation,9.0,0.7061940653134867
1063,travesty,tapestries,6.0,0.7478812281467495
1064,abbreviation,abbreviation,0.0,1.1102230246251565e-16
1065,abbreviation,tapestry,10.0,0.8179467451320144
1066,abbreviation,travesty,9.0,0.7061940653134867
1067,abbreviation,tapestries,10.0,0.8179467451320144
1068,tapestries,tapestries,0.0,1.1102230246251565e-16
1069,tapestries,tapestry,3.0,0.13504800947619622
1070,tapestries,travesty,6.0,0.7478812281467495
1071,tapestries,abbreviation,10.0,0.8179467451320144
1072,travesty,travesty,0.0,7.401486830834377e-17
1073,travesty,tapestry,3.0,0.7160277716170865
1074,travesty,diploma,8.0,0.7262629828543363
1075,travesty,travesties,3.0,0.19159632710298355
1076,tapestry,tapestry,0.0,3.700743415417188e-17
1077,tapestry,travesty,3.0,0.7160277716170865
1078,tapestry,diploma,7.0,0.7538789693195287
1079,tapestry,travesties,5.0,0.7416779777199144
1080,diploma,diploma,0.0,0.0
1081,diploma,travesty,8.0,0.7262629828543363
1082,diploma,tapestry,7.0,0.7538789693195287
1083,diploma,travesties,10.0,0.7262629828543363
1084,travesties,travesties,0.0,7.401486830834377e-17
1085,travesties,travesty,3.0,0.19159632710298355
1086,travesties,tapestry,5.0,0.7416779777199144
1087,travesties,diploma,10.0,0.7262629828543363
1088,sapphire,sapphire,0.0,0.0
1089,sapphire,saffron,6.0,0.4438711819277514
1090,sapphire,medication,9.0,0.8148988425778992
1091,sapphire,sapphires,1.0,0.23163046266971696
1092,saffron,saffron,0.0,3.700743415417188e-17
1093,saffron,sapphire,6.0,0.4438711819277514
1094,saffron,medication,8.0,0.8148988425778992
1095,saffron,sapphires,6.0,0.46018904895823914
1096,medication,medication,0.0,0.0
1097,medication,sapphire,9.0,0.8148988425778992
1098,medication,saffron,8.0,0.8148988425778992
1099,medication,sapphires,10.0,0.8148988425778992
1100,sapphires,sapphires,0.0,2.7755575615628914e-17
1101,sapphires,sapphire,1.0,0.23163046266971696
1102,sapphires,saffron,6.0,0.46018904895823914
1103,sapphires,medication,10.0,0.8148988425778992
1104,saffron,saffron,0.0,3.700743415417188e-17
1105,saffron,sapphire,6.0,0.4438711819277514
1106,saffron,message,7.0,0.7730386911346252
1107,saffron,saffrons,1.0,0.12722238724761145
1108,sapphire,sapphire,0.0,0.0
1109,sapphire,saffron,6.0,0.4438711819277514
1110,sapphire,message,7.0,0.7730386911346252
1111,sapphire,saffrons,6.0,0.4436202377053029
1112,message,message,0.0,0.0
1113,message,saffron,7.0,0.7730386911346252
1114,message,sapphire,7.0,0.7730386911346252
1115,message,saffrons,8.0,0.7730386911346252
1116,saffrons,saffrons,0.0,0.0
1117,saffrons,saffron,1.0,0.12722238724761145
1118,saffrons,sapphire,6.0,0.4436202377053029
1119,saffrons,message,8.0,0.7730386911346252
1120,thermos,thermos,0.0,0.0
1121,thermos,thermal,2.0,0.5579992928009991
1122,thermos,lesion,5.0,0.7453389064467152
1123,thermos,thermoses,2.0,0.6037482216408013
1124,thermal,thermal,0.0,0.0
1125,thermal,thermos,2.0,0.5579992928009991
1126,thermal,lesion,6.0,0.7283225583827424
1127,thermal,thermoses,4.0,0.41316598252780945
1128,lesion,lesion,0.0,0.0
1129,lesion,thermos,5.0,0.7453389064467152
1130,lesion,thermal,6.0,0.7283225583827424
1131,lesion,thermoses,7.0,0.7533799037035231
1132,thermoses,thermoses,0.0,1.6653345369377348e-16
1133,thermoses,thermos,2.0,0.6037482216408013
1134,thermoses,thermal,4.0,0.41316598252780945
1135,thermoses,lesion,7.0,0.7533799037035231
1136,thermal,thermal,0.0,0.0
1137,thermal,thermos,2.0,0.5579992928009991
1138,thermal,physician,7.0,0.7370511933623067
1139,thermal,thermals,1.0,0.41316598252780945
1140,thermos,thermos,0.0,0.0
1141,thermos,thermal,2.0,0.5579992928009991
1142,thermos,physician,8.0,0.7470425256283137
1143,thermos,thermals,2.0,0.6353052470758856
1144,physician,physician,0.0,0.0
1145,physician,thermal,7.0,0.7370511933623067
1146,physician,thermos,8.0,0.7470425256283137
1147,physician,thermals,8.0,0.6986032917183264
1148,thermals,thermals,0.0,5.551115123125783e-17
1149,thermals,thermal,1.0,0.41316598252780945
1150,thermals,thermos,2.0,0.6353052470758856
1151,thermals,physician,8.0,0.6986032917183264
1152,gazette,gazette,0.0,3.700743415417188e-17
1153,gazette,gazelle,2.0,0.1813744775455729
1154,gazette,pleasantry,8.0,0.7515905625285275
1155,gazette,gazettes,1.0,0.0730272117189837
1156,gazelle,gazelle,0.0,1.1102230246251565e-16
1157,gazelle,gazette,2.0,0.1813744775455729
1158,gazelle,pleasantry,9.0,0.7515905625285275
1159,gazelle,gazettes,3.0,0.19561702659526445
1160,pleasantry,pleasantry,0.0,5.551115123125783e-17
1161,pleasantry,gazette,8.0,0.7515905625285275
1162,pleasantry,gazelle,9.0,0.7515905625285275
1163,pleasantry,gazettes,8.0,0.7515905625285275
1164,gazettes,gazettes,0.0,3.700743415417188e-17
1165,gazettes,gazette,1.0,0.0730272117189837
1166,gazettes,gazelle,3.0,0.19561702659526445
1167,gazettes,pleasantry,8.0,0.7515905625285275
1168,gazelle,gazelle,0.0,1.1102230246251565e-16
1169,gazelle,gazette,2.0,0.1813744775455729
1170,gazelle,addition,8.0,0.7710235177810247
1171,gazelle,gazelles,1.0,0.16445104855145976
1172,gazette,gazette,0.0,3.700743415417188e-17
1173,gazette,gazelle,2.0,0.1813744775455729
1174,gazette,addition,7.0,0.7710235177810247
1175,gazette,gazelles,3.0,0.22600245920498804
1176,addition,addition,0.0,2.220446049250313e-16
1177,addition,gazelle,8.0,0.7710235177810247
1178,addition,gazette,7.0,0.7710235177810247
1179,addition,gazelles,8.0,0.7710235177810247
1180,gazelles,gazelles,0.0,5.551115123125783e-17
1181,gazelles,gazelle,1.0,0.16445104855145976
1182,gazelles,gazette,3.0,0.22600245920498804
1183,gazelles,addition,8.0,0.7710235177810247
1184,embargo,embargo,0.0,2.220446049250313e-16
1185,embargo,embryo,2.0,0.6946849592005763
1186,embargo,correction,9.0,0.7336306544312721
1187,embargo,embargos,1.0,0.5910625189248326
1188,embryo,embryo,0.0,0.0
1189,embryo,embargo,2.0,0.6946849592005763
1190,embryo,correction,8.0,0.7765276267441628
1191,embryo,embargos,3.0,0.6926473987016737
1192,correction,correction,0.0,1.1102230246251565e-16
1193,correction,embargo,9.0,0.7336306544312721
1194,correction,embryo,8.0,0.7765276267441628
1195,correction,embargos,9.0,0.803356703858998
1196,embargos,embargos,0.0,3.700743415417188e-17
1197,embargos,embargo,1.0,0.5910625189248326
1198,embargos,embryo,3.0,0.6926473987016737
